common.bns,files,pilot.files,v1,v2,error.rate,idx,match.idx,keep,ref.time,pilot.time
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,GCS score was 14 (E3V5M6),Glasgow Coma Scale (GCS) score 14 (E3V5M6),0.01630596403206818,13,13,TRUE,0,0
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,no signs of hemorrhagic complications or cerebral infarction on postoperative head CT,no hemorrhagic complications on postoperative head CT,0.01907343204849454,33,28,TRUE,73,80
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,brain 3D-CTA was performed,3D-CTA performed,0.02479304149097783,18,18,TRUE,0,0
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,modified Rankin Scale (mRS) of 1,discharged to home with a modified Rankin Scale (mRS) of 1,0.02636384864528895,39,36,TRUE,4320,4320
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,ruptured aneurysm,considered to be a ruptured aneurysm,0.03645255668716918,24,26,TRUE,72,72
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,blood pressure control was initiated,blood pressure control was initiated in the intensive care unit,0.0388259759760915,22,23,TRUE,0,1
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,neither impaired consciousness nor paralysis developed,no impaired consciousness developed,0.04200217901120862,34,30,TRUE,73,80
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,chief complaint: Impaired consciousness,impaired consciousness,0.04263228120570084,10,11,TRUE,0,0
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,JCS score was II-10,Japan Coma Scale (JCS) score II-10,0.04355128968304367,12,12,TRUE,0,0
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,selective angiography from the DeFrictor,cerebral angiograph performed,0.10857434193187963,30,24,TRUE,72,72
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,angiography after NBCA injection demonstrated disappearance of the aneurysm,no cerebral infarction on postoperative head CT,0.12247154627916744,32,29,TRUE,72,80
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,"after 6-month rehabilitation, she was discharged to home",pneumonia developed,0.14065727389615745,38,33,TRUE,4320,168
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,guiding sheath was navigated into the petrous portion of the left internal carotid artery,source of bleeding unclear in the arterial phase,0.1626597641180928,27,19,TRUE,72,0
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,under general anesthesia,no paralysis developed,0.1677160650880457,26,31,TRUE,72,80
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,Marathon catheter was advanced to the left A1,NA,Inf,28,NA,FALSE,72,NA
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,mLSA cannulation was possible,NA,Inf,29,NA,FALSE,72,NA
PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10370906_body.csv,a 33% NBCA-Lipiodol mixture was slowly injected,NA,Inf,31,NA,FALSE,72,NA
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,cholestasis,cholestasis,1.0280665208028951e-13,34,38,TRUE,-900,-960
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,tracheostomy,tracheostomy,1.1035616864774057e-13,13,18,TRUE,-1400,-1430
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,septic shock,septic shock,1.133537708142285e-13,31,35,TRUE,-928,-997
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,hyperkinetic delirium,hyperkinetic delirium,1.2090328738167957e-13,58,60,TRUE,96,122
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,sarcopenic,sarcopenic,1.2279066652354234e-13,49,53,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,motor and respiratory reconditioning continued at discharge,motor and respiratory reconditioning continued at discharge,1.2567724638756772e-13,82,88,TRUE,2160,2000
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,hypertonia,hypertonia,1.2811973704174306e-13,7,10,TRUE,-1440,-1440
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,Clostridioides difficile infection,Clostridioides difficile infection,1.3011813848606837e-13,53,55,TRUE,24,24
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,event,event,1.3156142841808105e-13,1,1,TRUE,time,time
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,respiratory failure,respiratory failure,1.3744561044859438e-13,16,17,TRUE,-1400,-1430
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,single-chamber pacemaker implantation,single-chamber pacemaker implantation,1.4221956945448258e-13,57,59,TRUE,96,120
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,seizures,seizures,1.4599432773820809e-13,17,21,TRUE,-1400,-1430
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,Pseudomonas aeruginosa bloodstream infection,Pseudomonas aeruginosa bloodstream infection,1.5221157667610896e-13,60,62,TRUE,144,124
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,pressure ulcers on sacrum (stage II),pressure ulcers on sacrum (stage II),1.567634910770721e-13,47,51,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,vasoactive support,vasoactive support,1.7896795156957526e-13,15,20,TRUE,-1400,-1430
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,discharged,discharged,1.8640644583456378e-13,80,86,TRUE,2160,2000
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,acute edematous pancreatitis,acute edematous pancreatitis,2.049471703458039e-13,35,39,TRUE,-900,-960
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,trismus,trismus,2.190470027585434e-13,6,9,TRUE,-1440,-1440
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,mechanical ventilation,mechanical ventilation,2.494671136332727e-13,14,19,TRUE,-1400,-1430
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,pressure ulcers on the right elbow (stage III),pressure ulcers on right elbow (stage III),9.0609888891546e-4,48,52,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,admitted to a local hospital,admitted to local hospital,0.00261284220322,8,7,TRUE,-1440,-1440
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,pressure ulcers on the left (stage II) heel,pressure ulcers on left heel (stage II),0.00429473216197529,46,50,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,wheelchairs and walkers were recommended,wheelchairs and walkers recommended,0.00544272197110218,85,92,TRUE,2160,2000
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,pressure ulcers on the right (unstageable) heel,pressure ulcers on right heel (unstageable),0.00657363670011157,45,49,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,feeding tube was removed,feeding tube removed,0.00725694244106867,33,37,TRUE,-900,-970
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,"rehabilitation, ENT, and geriatric follow-up evaluations were recommended","rehabilitation, ENT, and geriatric follow-up recommended",0.00751180222970893,86,93,TRUE,2160,2000
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,transferred to a geriatric unit,transferred to geriatric medicine unit,0.00885172262007349,26,69,TRUE,-1000,126
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,transferred to our hospital’s cardiac ICU,transferred to cardiac ICU,0.00975098054225787,56,61,TRUE,96,124
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,tracheal supplemental oxygen (1 L/min),requires tracheal supplemental oxygen (1 L/min),0.0108231028757425,43,47,TRUE,0,0
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,considered eligible for rehabilitation,eligible for rehabilitation,0.0117462197153948,40,45,TRUE,-168,-930
PMC10556716_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run1/PMC10556716_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/multi-runs/o1_tts/run2/PMC10556716_body.csv,bloodstream infection caused by P. aeruginosa,bloodstream infection (Pseudomonas aeruginosa),0.01339032449396937,72,77,TRUE,696,832
