model,case_id,annotation_file,body_file,row_idx,event,time,auto_found,match_type,matched_variant,evidence_sentence_idx,evidence_text,similarity_if_unfound,manual_label,manual_notes
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,10,Glasgow Coma Scale score 14,0,1,ordered_token_subsequence,glasgow coma scale score 14,8,"When she arrived at the hospital, the Japan Coma Scale (JCS) score was II-10 and the Glasgow Coma Scale (GCS) score was 14 (E3V5M6), and no clear neurological deficits were observed.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,11,no clear neurological deficits,0,1,exact_substring_sentence,no clear neurological deficits,8,"When she arrived at the hospital, the Japan Coma Scale (JCS) score was II-10 and the Glasgow Coma Scale (GCS) score was 14 (E3V5M6), and no clear neurological deficits were observed.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,12,non-contrast head CT revealed hemorrhage in third and fourth ventricles,0,1,ordered_token_subsequence,non contrast head ct revealed hemorrhage in third and fourth ventricles,9,"Non-contrast head CT revealed hemorrhage in the third and fourth ventricles, and bilateral lateral ventricles with left dominance (Fig.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,13,bilateral lateral ventricles with left dominance,0,1,exact_substring_sentence,bilateral lateral ventricles with left dominance,9,"Non-contrast head CT revealed hemorrhage in the third and fourth ventricles, and bilateral lateral ventricles with left dominance (Fig.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,14,hemorrhage confined within ventricles,0,1,ordered_token_subsequence,hemorrhage confined within ventricles,11,Hemorrhage was confined within the ventricles.,,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,15,brain 3D-CTA performed,0,1,ordered_token_subsequence,brain 3d cta performed,12,"To find the source of bleeding, brain 3D-CTA was performed.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,16,source of bleeding unclear in arterial phase,0,1,unordered_token_containment,source of bleeding unclear in arterial phase,13,"In the arterial phase, the source of bleeding was unclear.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,17,spot enhancement on lateral wall of anterior horn of left lateral ventricle in venous phase,0,1,unordered_token_containment,spot enhancement on lateral wall of anterior horn of left lateral ventricle in venous phase,14,"In the venous phase, there was spot enhancement on the lateral wall of the anterior horn of the left lateral ventricle, suggesting the source of bleeding (Fig.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,18,no progression of impaired consciousness,0,1,exact_substring_sentence,no progression of impaired consciousness,16,"After admission, as there was no progression of impaired consciousness, ventricular drainage was not performed and blood pressure control was initiated in the intensive care unit.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,19,ventricular drainage not performed,0,1,ordered_token_subsequence,ventricular drainage not performed,16,"After admission, as there was no progression of impaired consciousness, ventricular drainage was not performed and blood pressure control was initiated in the intensive care unit.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,20,blood pressure control initiated,0,1,ordered_token_subsequence,blood pressure control initiated,16,"After admission, as there was no progression of impaired consciousness, ventricular drainage was not performed and blood pressure control was initiated in the intensive care unit.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,21,intensive care unit admission,0,1,exact_substring_sentence,intensive care unit,16,"After admission, as there was no progression of impaired consciousness, ventricular drainage was not performed and blood pressure control was initiated in the intensive care unit.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,22,cerebral angiography on day 3,72,0,not_found_auto,cerebral angiography on day 3,31,4 3D rotation angiography of the left internal carotid artery.,0.4667,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,23,aneurysm (3.8 mm) at distal site of mLSA from left ACA,72,1,ordered_token_subsequence,aneurysm 3 8 mm at distal site of mlsa from left aca,24,"On the third day of admission, cerebral angiograph revealed an aneurysm (3.8 mm in size) at the distal site of the mLSA arising from the proximal A1 segment of the left anterior cerebral artery (ACA), and was considered to be a ruptured aneurysm (Figs.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,24,ruptured aneurysm,72,1,exact_substring_sentence,ruptured aneurysm,24,"On the third day of admission, cerebral angiograph revealed an aneurysm (3.8 mm in size) at the distal site of the mLSA arising from the proximal A1 segment of the left anterior cerebral artery (ACA), and was considered to be a ruptured aneurysm (Figs.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,25,aneurysm embolization performed,72,1,ordered_token_subsequence,aneurysm embolization performed,26,"To prevent re-bleeding, aneurysm embolization was performed.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,26,general anesthesia,72,1,exact_substring_sentence,general anesthesia,34,"Endovascular treatment: Under general anesthesia, the right femoral introducer was replaced by a 4Fr 80-cm ASAHI FUBUKI Dilator Kit (Asahi Intecc, Aichi, Japan).",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,27,right femoral introducer replaced,72,1,ordered_token_subsequence,right femoral introducer replaced,34,"Endovascular treatment: Under general anesthesia, the right femoral introducer was replaced by a 4Fr 80-cm ASAHI FUBUKI Dilator Kit (Asahi Intecc, Aichi, Japan).",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,28,systemic heparinization,72,1,exact_substring_sentence,systemic heparinization,35,"After systemic heparinization, a guiding sheath was navigated into the petrous portion of the left internal carotid artery.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,29,guiding sheath navigated into petrous portion of left internal carotid artery,72,1,ordered_token_subsequence,guiding sheath navigated into petrous portion of left internal carotid artery,35,"After systemic heparinization, a guiding sheath was navigated into the petrous portion of the left internal carotid artery.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,30,distal access catheter used,72,1,unordered_token_containment,distal access catheter used,36,A 4.2Fr ASAHI FUBUKI (Asahi Intecc) was used as a distal access catheter.,,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,31,guide wire used,72,0,not_found_auto,guide wire used,5,Chief complaint: Impaired consciousness,0.3774,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,32,Marathon catheter advanced to left A1,72,1,ordered_token_subsequence,marathon catheter advanced to left a1,37,"Using a Mirage (Medtronic Irvine, CA, USA) guide wire, a Marathon (Medtronic) catheter was advanced to the left A1.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,33,mLSA arising in reverse direction to left A1,72,1,unordered_token_containment,mlsa arising in reverse direction to left a1,38,"However, due to the mLSA arising in a direction reverse to the path of the left A1, catheterization was difficult.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,34,catheterization difficult,72,1,ordered_token_subsequence,catheterization difficult,38,"However, due to the mLSA arising in a direction reverse to the path of the left A1, catheterization was difficult.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,35,compression study of right common carotid artery,72,1,ordered_token_subsequence,compression study of right common carotid artery,39,"Compression study of the right common carotid artery confirmed the anterior communicating artery (AComA), and a contralateral approach was attempted.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,36,anterior communicating artery confirmed,72,1,unordered_token_containment,anterior communicating artery confirmed,39,"Compression study of the right common carotid artery confirmed the anterior communicating artery (AComA), and a contralateral approach was attempted.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,37,contralateral approach attempted,72,1,ordered_token_subsequence,contralateral approach attempted,39,"Compression study of the right common carotid artery confirmed the anterior communicating artery (AComA), and a contralateral approach was attempted.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,38,guiding sheath introduced into right internal carotid artery,72,1,ordered_token_subsequence,guiding sheath introduced into right internal carotid artery,40,"The guiding sheath was introduced into the petrous portion of the right internal carotid artery, and the Marathon was advanced through the AComA into the mLSA origin, but was unable to be advanced to a site near the aneurysm.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,39,Marathon advanced through AComA into mLSA origin,72,1,ordered_token_subsequence,marathon advanced through acoma into mlsa origin,40,"The guiding sheath was introduced into the petrous portion of the right internal carotid artery, and the Marathon was advanced through the AComA into the mLSA origin, but was unable to be advanced to a site near the aneurysm.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,40,unable to advance near aneurysm,72,0,not_found_auto,unable to advance near aneurysm,75,Table 1 Previous reports on distal mLSA aneurysms,0.475,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,41,DeFrictor nano catheter and TENROU S10 guide wire used,72,0,not_found_auto,defrictor nano catheter and tenrou s10 guide wire used,41,"After changing to a combination of a DeFrictor nano catheter (Medico’s Hirata, Osaka, Japan) and TENROU S10 (Kaneka Medix, Osaka, Japan) guide wire, mLSA cannulation was possible.",0.4753,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,42,mLSA cannulation possible,72,1,ordered_token_subsequence,mlsa cannulation possible,41,"After changing to a combination of a DeFrictor nano catheter (Medico’s Hirata, Osaka, Japan) and TENROU S10 (Kaneka Medix, Osaka, Japan) guide wire, mLSA cannulation was possible.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,43,selective angiography confirmed catheter tip proximal to aneurysm,72,1,ordered_token_subsequence,selective angiography confirmed catheter tip proximal to aneurysm,42,"Selective angiography from the DeFrictor confirmed the location of the catheter tip proximal to the aneurysm, and a 33% NBCA-Lipiodol mixture was slowly injected from the DeFrictor.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,44,33% NBCA-Lipiodol mixture injected,72,1,ordered_token_subsequence,33 nbca lipiodol mixture injected,42,"Selective angiography from the DeFrictor confirmed the location of the catheter tip proximal to the aneurysm, and a 33% NBCA-Lipiodol mixture was slowly injected from the DeFrictor.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,45,perforating artery distal and proximal to aneurysm filled with NBCA,72,1,ordered_token_subsequence,perforating artery distal and proximal to aneurysm filled with nbca,43,"After the perforating artery distal and proximal to the aneurysm were confirmed to be filled with NBCA, the DeFrictor was removed (Fig.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,46,DeFrictor removed,72,1,ordered_token_subsequence,defrictor removed,43,"After the perforating artery distal and proximal to the aneurysm were confirmed to be filled with NBCA, the DeFrictor was removed (Fig.",,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,47,aneurysm disappeared on angiography,72,0,not_found_auto,aneurysm disappeared angiography,29,A saccular aneurysm is observed adjacent to the lateral ventricle (arrowheads).,0.4074,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,48,postoperative head CT showed no hemorrhagic complications or cerebral infarction,72,0,not_found_auto,postoperative head ct showed no hemorrhagic complications or cerebral infarction,51,Course: There were no signs of hemorrhagic complications or cerebral infarction on the postoperative head CT.,0.6524,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,49,no impaired consciousness or paralysis,72,0,not_found_auto,no impaired consciousness or paralysis,52,Neither impaired consciousness nor paralysis developed.,0.8043,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,50,Lipiodol remained as high-density spot,72,1,ordered_token_subsequence,lipiodol remained as high density spot,53,Lipiodol remained as a high-density spot on the lateral ventricular wall of the anterior horn of the left lateral ventricle.,,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,51,sepsis triggered by pneumonia,unknown,1,exact_substring_sentence,sepsis triggered by pneumonia,54,"Subsequently, sepsis triggered by pneumonia developed and a decrease in muscle strength associated with disuse remained.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,52,decrease in muscle strength associated with disuse,unknown,1,exact_substring_sentence,decrease in muscle strength associated with disuse,54,"Subsequently, sepsis triggered by pneumonia developed and a decrease in muscle strength associated with disuse remained.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,53,6-month rehabilitation,unknown,1,exact_substring_sentence,6 month rehabilitation,55,"However, after 6-month rehabilitation, she was discharged to home with a modified Rankin Scale (mRS) of 1.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,54,discharged to home,4320,1,exact_substring_sentence,discharged to home,55,"However, after 6-month rehabilitation, she was discharged to home with a modified Rankin Scale (mRS) of 1.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,55,modified Rankin Scale score 1,4320,0,not_found_auto,modified rankin scale score 1,55,"However, after 6-month rehabilitation, she was discharged to home with a modified Rankin Scale (mRS) of 1.",0.4,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,56,no pathological diagnosis,72,1,exact_substring_sentence,no pathological diagnosis,73,"In this patient, no pathological diagnosis was made due to the endovascular treatment.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,57,distal mLSA aneurysm,72,1,exact_substring_sentence,distal mlsa aneurysm,67,"To our knowledge, seven patients with distal mLSA aneurysms, including the present patient, have been reported (Table 1).8–13) Their ages varied from 5 to 81 years.",1.0,,
dsr1,PMC10370906_body,/mnt/c/Research/textual-time-series-for-sepsis/new_analysis/chil2026_rebuttal/sepsis-40_dsr1_tts/PMC10370906_body.csv,/mnt/c/Research/textual-time-series-for-sepsis/chil_stts/sepsis-10/body/PMC10370906_body.txt,58,endovascular treatment first reported,72,1,unordered_token_containment,endovascular treatment first reported,72,"All reported patients had favorable outcomes, and the present patient was the first to undergo endovascular treatment.",,,
